,0_x,STATION,0_y,1
108,4,ELMHURST AVE-BROADWAY,40.7421495,-73.88145829999999
109,261,FIFTH AVENUE,40.75801405,-73.9769563693561
110,6,FLUSHING AVE-BROADWAY,40.7002809,-73.9411682
111,13,FLUSHING AVENUE-MARCY AVE,40.69963965,-73.9490215989286
112,1,FORDHAM ROAD & JEROME AVE,40.8628529,-73.9010203
113,15,FOREST AVENUE-PUTNAM AVENUE,40.7043548,-73.90305959999999
114,3,FORT HAMILTON PARKWAY-62ND,40.647104999999996,-73.98194740000001
115,17,FRANKLIN AVE/EASTERN PKWY,40.669779,-73.9582919
116,31,FRANKLIN AVENUE-FULTON ST,40.6811277,-73.9557068
117,2,FREEMAN ST-SOUTHERN BLVD,40.8299195,-73.8917941
118,4,FULTON STREET,40.686309,-73.97443990000001
119,6,GATES AVENUE-BROADWAY,40.6895761,-73.9222019
120,15,GRAND ARMY PLAZA,40.6741411,-73.9701392550962
121,22,GRAND ST-BUSHWICK AVE,40.7119711,-73.9406949
122,33,GREENPOINT AVE,40.73036,-73.9525069
123,9,HALSEY STREET-BROADWAY,40.686344899999995,-73.91654059999999
124,11,HEWES STREET-BROADWAY,40.7068552,-73.9533503
125,10,HOYT STREET-HOYT STREET,40.689631,-73.9857389
126,2,JACKSON AVENUE-WESTCHESTER,40.816519,-73.90778
127,25,JAY ST-METROTECH,40.6922283,-73.98728879999999
128,6,KINGS HIGHWAY-EAST 16TH ST,40.608313700000004,-73.9573055
129,1,KINGS HIGHWAY-MCDONALD AVE,40.6030821,-73.97235959999999
130,6,KINGSBRIDGE RD-JEROME AVE,40.867661600000005,-73.8972239
131,4,KINGSTON AVE/EASTERN PKWY,40.672078000000006,-73.9419449
132,4,KNICKERBOCKER AVE-MYRTLE AV,40.6987479,-73.9189811
133,4,KOSCIUSZKO STREET-BROADWAY,40.693409499999994,-73.9289536
134,31,LAFAYETTE AVENUE-FULTON ST,40.6863074,-73.9744304
135,17,LEXINGTON AVENUE,40.80567,-73.9364709
136,2,LORIMER STREET-BROADWAY,40.703829299999995,-73.9473618
137,15,MAIN STREET,40.7032441,-73.9906657
138,85,METROPOLITAN AVENUE,40.714071999999994,-73.95433990000001
139,8,MONTROSE AVENUE,40.706582899999994,-73.9510875
140,18,MORGAN AVENUE-HARRISON PL,40.706224799999994,-73.9326982
141,5,MYRTLE AVENUE-BROADWAY,40.6973342,-73.9357162
142,34,NASSAU AVE-MANHATTAN AVE,40.723944,-73.9508909
143,1,NEVINS STREET,40.6784721,-73.98782309999999
144,3,NEW LOTS AVENUE,40.656684000000006,-73.90452990000001
145,4,NEWKIRK AVE-NOSTRAND AVE,40.6399631,-73.9484143
146,12,NEWKIRK PLAZA,40.634908,-73.9627491
147,6,NORTHERN BLVD-BROADWAY,40.7530198,-73.9062386
148,18,NOSTRAND AVENUE,40.6783847,-73.9481991
149,3,PELHAM PKWY-ESPLANADE,40.859229,-73.855036
150,2,PELHAM PKWY-WHITE PLAINS RD,40.8572477,-73.86765600000001
151,8,QUEENSBORO PLAZA,40.750353000000004,-73.93970809999999
152,63,RECTOR STREET-GREENWICH ST,40.70736289999999,-74.01385
153,1,ROCKAWAY BLVD-LIBERTY AVE,40.6804813,-73.8437454
154,14,ROOSEVELT AVE/JACKSON HTS,40.746818100000006,-73.8917048
155,305,ROOSEVELT ISLAND,40.7614177,-73.9502280671115
156,3,SARATOGA AVENUE,40.657362,-73.9144129
157,3,SHEEPSHEAD BAY ROAD,40.587072,-73.9527829
158,1,SIMPSON ST-WESTCHESTER AVE,40.8241366,-73.89296479999999
159,99,SPRING STREET-6TH AVENUE,40.7255097,-74.0040301
160,429,SPRING STREET-LAFAYETTE ST,40.722302500000005,-73.9971855
161,11,STERLING ST-NOSTRAND AVE,40.6631179,-73.95089709999999
162,3,SUTPHIN BLVD-HILLSIDE AVE,40.705589700000004,-73.81007530000001
163,6,SUTPHIN BOULEVARD,40.6945556,-73.8021147
164,26,TOMPKINSVILLE,40.636492600000004,-74.0854193
165,17,UNION STREET-4TH AVENUE,40.677186299999995,-73.9832016
166,3,UNION TURNPIKE-KEW GARDENS,40.7136948,-73.8300605
167,4,UTICA AVENUE,40.662756,-73.9315559
168,67,WALL STREET,40.7060176,-74.008831
169,115,WEST 4TH ST-WASHINGTON SQ,40.731059,-74.0014015
170,2,WESTCHESTER SQUARE,40.8408333,-73.8430556
171,2,WHITEHALL STREET,40.562644,-74.1237739
172,1,WOODHAVEN BLVD-QUEENS BLVD,40.733228999999994,-73.8696415
173,1,WOODHAVEN BOULEVARD,40.7333057,-73.87059599999999
174,25,YORK STREET-JAY STREET,40.701373499999995,-73.9866843
175,3,ZEREGA AVE-WESTCHESTER AVE,40.8366151,-73.8470306
