,0_x,STATION,0_y,1
82,1,FLUSHING AVENUE-MARCY AVE,40.69963965,-73.9490215989286
83,1,FOREST AVENUE-PUTNAM AVENUE,40.7043548,-73.90305959999999
84,5,FRANKLIN AVE/EASTERN PKWY,40.669779,-73.9582919
85,9,FRANKLIN AVENUE-FULTON ST,40.6811277,-73.9557068
86,2,FULTON STREET,40.686309,-73.97443990000001
87,2,GATES AVENUE-BROADWAY,40.6895761,-73.9222019
88,5,GRAND ARMY PLAZA,40.6741411,-73.9701392550962
89,16,GRAND ST-BUSHWICK AVE,40.7119711,-73.9406949
90,10,GREENPOINT AVE,40.73036,-73.9525069
91,7,HEWES STREET-BROADWAY,40.7068552,-73.9533503
92,7,HOYT STREET-HOYT STREET,40.689631,-73.9857389
93,18,JAY ST-METROTECH,40.6922283,-73.98728879999999
94,1,KNICKERBOCKER AVE-MYRTLE AV,40.6987479,-73.9189811
95,7,LAFAYETTE AVENUE-FULTON ST,40.6863074,-73.9744304
96,7,LEXINGTON AVENUE,40.80567,-73.9364709
97,1,LORIMER STREET-BROADWAY,40.703829299999995,-73.9473618
98,8,MAIN STREET,40.7032441,-73.9906657
99,90,METROPOLITAN AVENUE,40.714071999999994,-73.95433990000001
100,5,MONTROSE AVENUE,40.706582899999994,-73.9510875
101,1,MORGAN AVENUE-HARRISON PL,40.706224799999994,-73.9326982
102,1,MYRTLE AVENUE-BROADWAY,40.6973342,-73.9357162
103,35,NASSAU AVE-MANHATTAN AVE,40.723944,-73.9508909
104,2,NORTHERN BLVD-BROADWAY,40.7530198,-73.9062386
105,1,PARSONS BLVD & HILLSIDE AV,40.707382700000004,-73.80378470000001
106,15,QUEENSBORO PLAZA,40.750353000000004,-73.93970809999999
107,60,RECTOR STREET-GREENWICH ST,40.70736289999999,-74.01385
108,2,ROOSEVELT AVE/JACKSON HTS,40.746818100000006,-73.8917048
109,219,ROOSEVELT ISLAND,40.7614177,-73.9502280671115
110,90,SPRING STREET-6TH AVENUE,40.7255097,-74.0040301
111,552,SPRING STREET-LAFAYETTE ST,40.722302500000005,-73.9971855
112,1,SUTPHIN BLVD-HILLSIDE AVE,40.705589700000004,-73.81007530000001
113,2,SUTPHIN BOULEVARD,40.6945556,-73.8021147
114,1,TOMPKINSVILLE,40.636492600000004,-74.0854193
115,10,UNION STREET-4TH AVENUE,40.677186299999995,-73.9832016
116,4,UNION TURNPIKE-KEW GARDENS,40.7136948,-73.8300605
117,1,UTICA AVENUE,40.662756,-73.9315559
118,57,WALL STREET,40.7060176,-74.008831
119,156,WEST 4TH ST-WASHINGTON SQ,40.731059,-74.0014015
120,1,WESTCHESTER SQUARE,40.8408333,-73.8430556
121,1,WOODHAVEN BOULEVARD,40.7333057,-73.87059599999999
122,14,YORK STREET-JAY STREET,40.701373499999995,-73.9866843
